"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.792370834E-2,-3.091028228E-2,1.012895626E-1,-6.424452782E-2
1.180307083E-1,6.926545881E-2,1.073981488E-1,4.776005745E-3
2.081367083E-1,1.029093510E-1,1.681371246E-1,7.290366948E-2
2.982427083E-1,4.150019282E-2,1.138634151E-1,-6.429539859E-2
3.883487083E-1,-8.348230585E-2,-4.294385210E-2,4.707593322E-2
4.784557083E-1,-7.475722770E-2,4.286615722E-2,-1.710485995E-2
5.685617083E-1,1.014828131E-1,7.568555541E-2,-5.450131238E-2
6.586675833E-1,4.917294940E-1,4.113713555E-2,-2.214217776E-1
7.487745833E-1,1.483574120E0,4.144287184E-1,-1.088620577E0
8.388805833E-1,1.219379522E0,4.514588428E-1,-8.525994712E-1
9.289865833E-1,3.067765081E-1,-6.389465967E-1,6.653371274E-2
1.019092583E0,-2.973706770E-1,-5.471590519E-1,1.240492648E-1
1.109199583E0,-4.632520920E-1,-4.359064186E-1,2.999446213E-2
1.199305583E0,-8.663673252E-1,1.078302580E-1,-1.232479039E-1
1.289411583E0,-7.903488439E-1,9.183134043E-1,-1.187534416E-1
1.379517583E0,-6.067193753E-1,1.712108597E0,-3.188074467E-1
1.469624583E0,-8.906999284E-1,1.423456703E0,-6.255889249E-1
1.559730583E0,-1.435035360E-1,-7.911212611E-1,-1.739377087E-1
1.649837750E0,8.578210348E-1,-3.057148291E0,6.360314673E-1
1.739943750E0,2.182200177E0,-2.440362350E0,1.202409586E0
1.830050750E0,4.833875638E-1,-9.121229571E-1,6.153555666E-1
1.920156750E0,-9.795431077E-1,9.832245147E-1,-3.084606524E-1
2.010262750E0,-1.666422547E0,2.295740241E0,-1.432450306E0
2.100368750E0,-1.306449240E0,1.802708865E0,-1.936020119E0
2.190475750E0,4.523002571E-1,-1.109331999E0,-4.863953716E-1
2.280581750E0,2.019107299E0,-2.398117386E0,1.289264858E0
2.370687750E0,1.370986129E0,-1.289053189E0,1.682718006E0
2.460793750E0,-3.732318681E-1,-2.706009543E-1,6.454326206E-1
2.550900750E0,-1.587345387E0,1.516602264E0,-9.865980658E-1
2.641005958E0,-1.408280840E0,1.168214046E0,-1.948864990E0
2.731111958E0,4.495052880E-1,-1.783336455E-1,-7.312010416E-1
2.821217958E0,1.288626927E0,-7.018763781E-1,5.950044787E-1
2.911324958E0,4.895172000E-1,-1.234588130E0,6.121362358E-1
3.001430958E0,-1.484789318E-1,-7.281520110E-1,2.953984112E-1
3.091536958E0,3.776775062E-1,-2.347241932E-1,-3.052664647E-1
3.181642958E0,-1.494068849E-1,-1.175816596E-2,-7.745584381E-1
3.271749958E0,-1.397733048E0,-2.061108434E-1,-4.006576484E-1
3.361855958E0,-1.555326034E0,-8.030343783E-1,-5.353792512E-1
3.451961958E0,-1.549854795E0,-2.921795189E-2,-4.408104783E-1
3.542067958E0,2.283814845E0,1.387916450E0,-1.472536477E0
3.632174458E0,2.437059989E0,1.263850228E0,-9.478085142E-1
3.722280458E0,-1.174395795E0,4.627919161E-1,-8.613433975E-1
3.812386458E0,-2.130914249E0,-1.376985665E0,1.900017058E0
3.902492458E0,6.334299826E0,2.646498629E0,-1.308495766E0
3.992599458E0,-7.540810503E-1,1.097442563E0,-3.239076805E-1
4.082705458E0,-6.594888008E0,-2.574049580E0,1.211440757E0
4.172811458E0,4.203530881E0,1.226567796E0,1.001686513E-1
4.262917458E0,2.770039186E0,1.289139728E0,-3.151051651E0
4.353023458E0,-8.808352078E0,-3.917744415E0,2.895596155E0
4.443130458E0,1.128948385E0,-2.649841189E-1,-7.037539190E-1
4.533236458E0,5.481488101E0,2.806174686E0,-3.579315759E0
4.623342625E0,-7.216476853E0,-3.508845116E0,2.332991098E0
4.713448625E0,8.183176844E-1,-1.143574171E0,1.582256556E-3
4.803555625E0,6.723381157E0,2.090381642E0,-1.195284900E0
4.893661625E0,-2.338484411E0,-2.546965570E0,8.665023959E-1
4.983767625E0,-8.413800531E-1,-1.561583725E-1,-1.519106627E-1
5.073873625E0,-1.027785122E0,1.284019321E-1,1.620202646E0
5.163979625E0,2.936428139E0,3.106099427E-1,-4.489831316E-1
5.254086625E0,2.577105043E0,4.676138225E-1,-1.272386870E0
5.344192625E0,-5.264538859E0,7.086769822E-1,-6.505875260E-1
5.434298625E0,5.170868218E-1,7.648818809E-1,8.455687791E-1
5.524404625E0,4.067704739E0,4.210316867E-1,-1.515538656E0
5.614511333E0,-5.169922138E0,-2.449690998E-2,-4.984885830E-1
5.704617333E0,-2.444472358E-1,3.031953809E-1,2.247342253E0
5.794723333E0,6.417426767E0,-6.951023787E-2,-1.402627752E0
5.884829333E0,-5.132966566E0,4.385870746E-1,-2.052017768E0
5.974935333E0,-3.906249374E0,6.197022405E-1,3.515604497E0
6.065042333E0,4.692833195E0,3.191714358E-1,-4.688642496E-1
6.155148333E0,4.278024700E-1,-1.601659079E0,-1.485640672E0
6.245254333E0,-2.396340563E0,-3.482689351E-1,6.999865580E-1
6.335360333E0,1.742722864E0,-2.211946133E-1,-1.100931305E-1
6.425466333E0,6.136103189E0,-5.851367176E-1,-1.545022656E0
6.515573333E0,-5.531151427E0,-1.561262712E0,1.315076807E0
6.605679333E0,-9.055471784E-1,-2.796556601E-1,2.532569432E-1
6.695785333E0,4.369889428E0,9.877716020E-1,-5.159898841E-1
6.785891333E0,-1.505344181E0,-1.184176067E0,-2.471600515E-1
6.875997333E0,-1.893352256E0,-7.523176762E-1,-5.300623780E-1
6.966104333E0,-3.570852938E-1,2.971392734E-1,1.072905600E-2
7.056210333E0,5.637655463E-1,-2.027907944E-1,2.777006435E-1
7.146316333E0,-6.380313613E-1,-2.303007746E-1,-1.279498839E0
7.236422333E0,-3.550161469E-1,2.638892278E-1,3.137206614E-1
7.326528333E0,-5.242484184E-1,1.276130989E0,4.055096680E-1
7.416635333E0,2.029576447E0,1.249782558E0,1.011021593E0
7.506741333E0,5.054091135E0,5.400596550E-1,-2.479663825E-1
7.596847083E0,-7.614141896E-1,2.860538296E-1,-2.151595266E0
7.686953083E0,-2.440637461E0,-4.597975570E0,9.938910055E-1
