"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.792370834E-2,-5.791301839E-3,2.399748564E-2,3.116447013E-3
1.180307083E-1,-3.130599856E-2,7.661841810E-2,6.539130583E-3
2.081367083E-1,-1.137469988E-2,7.662510127E-2,2.988137770E-3
2.982427083E-1,-1.030312479E-2,6.386570632E-2,-1.470505074E-2
3.883487083E-1,-2.434456162E-2,5.246044323E-2,1.194767002E-2
4.784557083E-1,-2.334345877E-2,7.119503617E-2,2.552862046E-3
5.685617083E-1,-2.651397325E-2,2.016527802E-1,5.706274533E-5
6.586675833E-1,-1.224017590E-1,7.778901458E-1,-1.190786622E-2
7.487745833E-1,-3.726770878E-1,1.828615665E0,-2.189233303E-1
8.388805833E-1,-6.052263975E-1,2.366163254E0,-6.247345805E-1
9.289865833E-1,-4.926968515E-1,2.961757898E0,-8.163851500E-1
1.019092583E0,-1.644104123E-1,2.275097847E0,-8.829777241E-1
1.109199583E0,-4.435096309E-2,1.883726478E0,-8.341280222E-1
1.199305583E0,-4.415993579E-3,1.292177796E0,-7.101055980E-1
1.289411583E0,-5.171109736E-2,6.629710793E-1,-6.549581885E-1
1.379517583E0,-2.774876058E-1,3.606623411E-1,-5.886030793E-1
1.469624583E0,-4.949648380E-1,-1.758375019E-1,-5.933085680E-1
1.559730583E0,-8.306513429E-1,3.806599081E-1,-6.084181666E-1
1.649837750E0,-3.321891427E-1,-1.207433343E0,-3.590464592E-1
1.739943750E0,-1.170838065E-2,5.878245831E-1,-1.181734279E-1
1.830050750E0,3.477489650E-1,9.952718019E-2,-2.321287543E-1
1.920156750E0,4.180369079E-1,3.641594201E-2,-2.070659697E-1
2.010262750E0,1.906027049E-1,1.543063018E-2,4.520531371E-2
2.100368750E0,-3.516459465E-1,-3.113528192E-1,2.518111765E-1
2.190475750E0,-7.155767679E-1,-4.471324682E-1,2.920480967E-1
2.280581750E0,-3.680495322E-1,-4.875631258E-2,2.101026475E-1
2.370687750E0,1.927243620E-1,1.017044857E-1,-6.975359470E-2
2.460793750E0,5.333062410E-1,2.509609759E-1,-1.641172767E-1
2.550900750E0,5.023540854E-1,-1.645577401E-1,-7.618796825E-2
2.641005958E0,6.456411444E-3,-5.313541889E-1,2.420299202E-1
2.731111958E0,-2.588886619E-1,-8.803605437E-1,3.856225610E-1
2.821217958E0,-2.390589565E-1,-1.764514446E-1,1.711980999E-1
2.911324958E0,4.148267582E-2,-6.067265272E-1,9.709761292E-2
3.001430958E0,2.585163116E-1,-5.000963807E-1,1.977045089E-1
3.091536958E0,3.997910619E-1,-3.798941970E-1,2.192451358E-1
3.181642958E0,2.761804760E-1,-7.773488164E-1,2.349205166E-1
3.271749958E0,1.255539507E-1,-1.427976847E0,5.424489379E-1
3.361855958E0,-4.727046937E-2,-2.246188879E0,1.067547798E0
3.451961958E0,-4.836649820E-2,-3.278244495E0,1.645805597E0
3.542067958E0,4.405670241E-2,-3.399511337E0,1.174571514E0
3.632174458E0,-3.166946024E-2,-1.338176727E0,1.490061879E-1
3.722280458E0,-4.012278616E-1,-5.479956269E-1,-2.102243304E-1
3.812386458E0,2.757741213E-1,-1.202272296E0,6.668874621E-1
3.902492458E0,1.389674246E-1,-6.669371724E-1,-4.404057860E-1
3.992599458E0,-1.232648119E-1,7.369225621E-1,-1.308664560E0
4.082705458E0,2.738857269E-1,-9.721609354E-1,5.641111732E-1
4.172811458E0,3.881373405E-1,-7.048646808E-1,4.729833007E-1
4.262917458E0,-2.092204094E-1,1.873203874E0,-1.086189389E0
4.353023458E0,-1.342618465E-1,7.393226624E-1,4.114622176E-1
4.443130458E0,4.069528580E-1,-8.868359327E-1,1.179686189E0
4.533236458E0,9.306232631E-2,1.378987312E0,-1.121923327E0
4.623342625E0,-2.351101041E-1,9.627624750E-1,4.262618348E-2
4.713448625E0,2.560429275E-1,-1.648962975E0,1.221765280E0
4.803555625E0,1.462191194E-1,1.077106595E-2,-4.620575011E-1
4.893661625E0,2.944978178E-1,6.419619322E-1,-2.046777606E-1
4.983767625E0,-1.362852901E-1,-1.307831049E0,8.269766569E-1
5.073873625E0,2.997961342E-1,-2.005711555E0,1.396163821E0
5.163979625E0,3.115118146E-1,-1.509533882E0,9.936947823E-1
5.254086625E0,-3.084175102E-2,-8.619201183E-1,-2.279734612E-1
5.344192625E0,-1.900322437E-1,-6.080953479E-1,-5.839124694E-2
5.434298625E0,3.349822462E-1,-1.010258675E0,6.380971074E-1
5.524404625E0,1.341329962E-1,-7.351421118E-1,-3.952578604E-1
5.614511333E0,-1.692456901E-1,3.345808014E-2,-3.403235376E-1
5.704617333E0,2.141943127E-1,-2.985632420E-1,3.654208779E-1
5.794723333E0,1.507118046E-1,-6.166782975E-1,-3.218061924E-1
5.884829333E0,-4.949210584E-1,6.220197678E-1,-3.578144908E-1
5.974935333E0,8.517861366E-2,3.345782459E-1,1.618176103E-1
6.065042333E0,2.086103410E-1,5.465996861E-1,1.557621956E-1
6.155148333E0,-1.131040305E-1,1.935426712E0,-2.695276141E-1
6.245254333E0,-3.205258846E-1,1.160939693E0,-1.308315843E-1
6.335360333E0,3.221190274E-1,-2.169114351E0,2.944155335E-1
6.425466333E0,-4.873186350E-2,7.344930768E-1,-8.837353587E-1
6.515573333E0,-1.401345134E-1,1.218497753E0,-3.636271060E-1
6.605679333E0,3.513096273E-1,-1.278916836E0,3.506727219E-1
6.695785333E0,2.634641230E-1,-1.152739882E0,-3.858499527E-1
6.785891333E0,7.226998359E-2,2.247936726E0,-1.287800193E0
6.875997333E0,2.631725073E-1,-5.905772448E-1,-6.607720852E-1
6.966104333E0,1.706728786E-1,1.012083173E0,-3.151946068E-1
7.056210333E0,4.427030385E-1,4.410286248E-1,-6.309522390E-1
7.146316333E0,-2.710855305E-1,2.170353830E-1,-1.822776049E-1
7.236422333E0,-4.124015272E-1,6.621205807E-1,-3.384503424E-1
7.326528333E0,8.509116247E-3,3.728210032E-1,-6.132588908E-2
7.416635333E0,-3.884079158E-1,1.086605072E0,3.189440668E-1
7.506741333E0,1.048380062E-1,1.559227824E0,-6.822829843E-1
7.596847083E0,2.943679988E-1,1.373743773E0,-9.598211050E-1
7.686953083E0,6.632365752E-3,2.006714821E0,-7.696668506E-1
7.777059083E0,1.128534302E-1,-7.383670807E-1,1.067889690E0
7.867166083E0,2.136260420E-1,-4.141684771E-1,-6.115649343E-1
7.957272083E0,-3.249365687E-1,2.259706259E0,-1.705183864E0
8.047378083E0,2.359393612E-2,-2.138912916E0,1.171536207E0
8.137484083E0,1.051327363E-1,-2.436574697E0,1.721477211E-1
8.227590083E0,-9.966379963E-3,3.265779316E-1,-1.572165132E0
8.317696083E0,-8.077298850E-2,-4.886083007E-1,9.587097764E-1
8.407803083E0,-2.485506833E-1,-2.886134088E-1,1.001802325E0
8.497909083E0,3.771662116E-1,5.767477155E-1,-1.328249931E0
8.588015583E0,-1.091991365E-2,1.290754825E-1,3.415355459E-2
8.678121583E0,2.472837120E-1,-1.491377473E0,4.722558260E-1
8.768227583E0,-3.795787692E-2,-3.824887276E-1,1.169691086E-1
8.858333583E0,1.069035381E-1,-1.184490561E0,5.146288276E-1
