"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.223687167E0,1.842662048E1,4.238348389E1,2.447369385E1
3.323800167E0,1.815702820E1,4.275749207E1,2.141061401E1
3.423914167E0,1.889492798E1,4.240008545E1,1.923178101E1
3.524027167E0,1.980938721E1,4.263831329E1,1.833306885E1
3.624140167E0,2.153930664E1,4.211566925E1,1.902151489E1
3.724253167E0,2.551542664E1,4.010684967E1,2.082025146E1
3.824367167E0,2.648381042E1,3.870528412E1,2.183126831E1
3.924480167E0,2.659577942E1,3.851094055E1,2.117169189E1
4.024593167E0,2.705888367E1,3.656626129E1,1.975299072E1
4.124707167E0,2.696073914E1,3.271731567E1,2.141030884E1
4.224820417E0,2.112977600E1,2.887735748E1,2.882867432E1
4.324933417E0,1.384750366E1,2.685026550E1,3.304373169E1
4.425046417E0,8.199417114E0,2.650088501E1,3.444189453E1
4.525160417E0,5.516799927E0,2.691133118E1,3.519351196E1
4.625273417E0,4.674377441E0,2.654946899E1,3.591818237E1
4.725386417E0,4.282165527E0,2.796385193E1,3.538800049E1
4.825500417E0,5.246231079E0,2.738577271E1,3.532992554E1
4.925613417E0,5.205078125E0,2.800770569E1,3.507385254E1
5.025726417E0,6.376846313E0,2.771484375E1,3.471200562E1
5.125840417E0,6.420837402E0,2.882228088E1,3.435171509E1
5.225954125E0,8.501388550E0,2.902073669E1,3.334857178E1
5.326067125E0,1.401519775E1,2.896772003E1,3.168865967E1
5.426180125E0,2.196778870E1,2.813032532E1,2.928936768E1
5.526294125E0,3.113514709E1,2.545639038E1,2.438751221E1
5.626407125E0,4.087724304E1,2.239524841E1,9.365417480E0
5.726520125E0,4.319737244E1,2.060934448E1,-4.197845459E0
5.826633125E0,4.391036987E1,1.645792389E1,-9.722503662E0
5.926747125E0,4.144520569E1,1.652093506E1,-1.830297852E1
6.026860125E0,3.937725830E1,2.276631165E1,-1.778189087E1
6.126973125E0,4.028845215E1,2.200543976E1,-1.501464844E1
6.227085750E0,3.891377258E1,1.509222412E1,-2.437811279E1
6.327198750E0,3.850415039E1,1.783052063E1,-2.396807861E1
6.427311750E0,3.958186340E1,2.179379272E1,-1.736477661E1
6.527424750E0,3.806576538E1,1.807614899E1,-2.370922852E1
6.627538750E0,3.864491272E1,1.598948669E1,-2.488391113E1
6.727651750E0,3.954870605E1,2.145523071E1,-1.919750977E1
6.827764750E0,4.021878052E1,1.992790985E1,-1.848538208E1
6.927878750E0,3.938691711E1,1.682554626E1,-2.308883667E1
7.027991750E0,4.041578674E1,2.073722839E1,-1.788507080E1
7.128104750E0,4.171821594E1,2.195128632E1,-1.213748169E1
7.228218250E0,4.341531372E1,1.822424316E1,-1.044775391E1
7.328332250E0,4.311209106E1,1.632392120E1,-1.479910278E1
7.428445250E0,4.279615784E1,1.900386047E1,-1.238510132E1
7.528558250E0,4.244984436E1,2.255522156E1,-7.082092285E0
