"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.199720833E-2,-5.385921150E-2,8.994670957E-2,-1.654825658E-1
1.521082083E-1,-7.368733734E-2,1.084969193E-1,-1.010489464E-1
2.522202083E-1,1.787932403E-2,2.371985316E-1,-9.757635742E-2
3.523312083E-1,6.529024988E-2,4.927393198E-1,-2.032775730E-1
4.524435000E-1,-2.028993331E-2,4.271183312E-1,-3.363408446E-1
5.525545000E-1,-1.544914395E-1,2.277407646E0,-5.046449900E-1
6.526665000E-1,-1.564606428E-1,2.497332573E0,-7.964356542E-1
7.527775000E-1,-8.896990120E-2,2.389588833E0,-1.147231340E0
8.528895000E-1,-3.469974697E-1,2.189685822E0,-1.517300129E0
9.530005000E-1,-3.502326310E-1,1.168483257E0,-1.397707224E0
1.053112500E0,-3.427086771E-1,4.144036770E-1,-1.090182900E0
1.153223500E0,-3.881432712E-1,1.607141644E-1,-8.505368829E-1
1.253335500E0,-4.036715031E-1,6.008400023E-2,-6.379902959E-1
1.353447500E0,-2.799593806E-1,-3.616309166E-1,-3.366512358E-1
1.453557958E0,-2.628446817E-1,-1.805387437E-1,-1.237617731E-1
1.553669958E0,-3.090759218E-1,-8.070603013E-2,-1.195994690E-1
1.653780958E0,-3.491678238E-1,-2.889199853E-1,-2.283986211E-1
1.753892958E0,-4.058989286E-1,1.669703424E-1,-2.452423871E-1
1.854004958E0,-1.538441479E-1,2.500802875E-1,8.192588575E-3
1.954115958E0,2.243112922E-1,3.773326576E-1,-9.869772010E-3
2.054227958E0,4.908851683E-1,4.718278348E-1,-5.234907195E-2
2.154338958E0,4.047908485E-1,-1.643381417E-1,-1.933465302E-1
2.254450958E0,3.361016139E-2,1.342038214E-1,-1.029507890E-1
2.354562958E0,-2.915503085E-1,-1.363862753E-1,1.953540295E-1
2.454673708E0,-4.153914154E-1,-4.373606145E-1,2.627306879E-1
2.554785708E0,-4.146951437E-1,-3.916509748E-1,1.410548091E-1
2.654896708E0,-9.923303127E-2,-1.760901064E-1,1.699924916E-1
2.755008708E0,3.867695928E-1,2.762145102E-1,-3.289062902E-2
2.855119708E0,7.238966227E-1,4.545273781E-1,-1.614684612E-1
2.955231708E0,7.311463952E-1,7.677831054E-1,1.315764189E-1
3.055343708E0,7.650195360E-1,1.812692285E0,6.417402029E-1
3.155454708E0,7.746632695E-1,1.837170720E0,1.048663616E0
3.255566708E0,7.381467223E-1,2.223915339E0,1.096368790E0
3.355677708E0,3.710713685E-1,1.969240665E0,7.793073654E-1
3.455790208E0,1.054595038E-1,1.637788177E0,5.458515882E-1
3.555902208E0,-2.300527394E-1,2.057477713E0,4.154267013E-1
3.656013208E0,-4.884069264E-1,1.437102675E0,5.489535332E-1
3.756125208E0,-4.982062280E-1,9.484083652E-1,4.957022667E-1
3.856237208E0,-1.448459327E-1,-9.295636415E-2,3.528622091E-1
3.956348208E0,9.691540152E-2,-7.249873281E-1,2.359739095E-1
4.056460208E0,8.929204196E-3,-3.124080598E-1,-2.099425942E-1
4.156571208E0,-3.442181349E-1,-4.606859088E-1,5.713848770E-2
4.256683208E0,-4.112669230E-1,8.751281500E-1,4.670290276E-2
4.356795208E0,-8.503031731E-2,4.552594386E-3,-2.020455152E-1
4.456906625E0,6.071412563E-2,7.209193893E-3,-3.492988348E-1
4.557018625E0,6.905391812E-2,-2.451057583E-1,-2.682240307E-1
4.657130625E0,-3.696502000E-2,-3.269507736E-2,3.873386420E-3
4.757241625E0,7.797487080E-2,-9.707646817E-2,-1.770932525E-1
4.857353625E0,9.242476523E-2,-1.592801809E0,-2.667899430E-1
4.957464625E0,-7.956920266E-1,-2.273885727E0,-5.306404233E-1
5.057576625E0,-2.043420792E0,-3.092173338E0,-5.523867011E-1
5.157688625E0,-1.925995827E0,-3.530549526E0,-1.609274149E-1
5.257799625E0,-1.106924653E0,-3.523029566E0,1.721897572E-1
5.357911625E0,-9.483791590E-1,-3.115158319E0,4.875628054E-1
5.458023333E0,-6.064949632E-1,-1.770730019E0,-1.673656255E-1
5.558134333E0,8.467545267E-4,-1.425619960E0,-6.220633388E-1
5.658246333E0,-1.207396686E-1,7.953295112E-1,-1.775840819E-1
5.758357333E0,-1.393155307E-1,-3.491443396E-2,2.812300920E-1
5.858469333E0,8.173999935E-2,-3.228232265E-1,7.999215722E-1
5.958581333E0,4.819996655E-1,-3.861881495E-1,7.551698685E-1
6.058692333E0,5.751326084E-1,6.241734028E-1,-1.758647263E-1
6.158804333E0,4.378017783E-1,9.068133831E-1,-5.353083611E-1
6.258916333E0,1.263745874E-1,8.155966550E-2,-5.818365812E-1
6.359027333E0,-2.625261843E-1,3.571752012E-1,-5.278184414E-1
6.459138833E0,-5.681368709E-1,1.456619203E-1,6.672505736E-1
6.559250833E0,2.178298682E-1,-1.751286089E-1,8.402662873E-1
6.659361833E0,6.768167615E-1,9.058284014E-2,4.501552880E-1
6.759473833E0,6.024792194E-1,3.024066985E-1,-6.843624711E-1
6.859585833E0,-1.575419605E-1,7.345890999E-1,-1.053076744E0
6.959696833E0,-6.779773831E-1,-7.608656287E-1,2.289706022E-1
7.059808833E0,-1.294367108E-2,-5.492613316E-1,1.030090570E0
