"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.182124999E-3,-2.817872539E-2,-6.333076395E-3,9.169587865E-3
9.828812500E-2,-1.570409909E-2,3.015245125E-2,1.507735346E-2
1.883941250E-1,-3.222361952E-2,6.115824357E-2,1.534011494E-2
2.785011250E-1,-3.551267087E-2,-2.080747671E-2,5.653212219E-2
3.686071250E-1,-2.951869369E-2,-7.035801560E-2,8.415693045E-2
4.587131250E-1,-4.971452430E-2,4.243252799E-2,9.101510048E-2
5.488197500E-1,-4.882492870E-2,4.968312383E-1,7.909098268E-2
6.389257500E-1,-1.007559225E-1,1.613612652E0,1.708121412E-2
7.290317500E-1,-5.162869692E-1,2.878206491E0,-3.669160604E-1
8.191387500E-1,-4.433077574E-1,2.715233803E0,-8.372694254E-1
9.092447500E-1,-3.057804704E-1,2.278549671E0,-8.563118577E-1
9.993507500E-1,-1.601646096E-1,8.107333183E-1,-3.833936453E-1
1.089457750E0,-1.377089620E-1,1.447034478E-1,-2.023725398E-2
1.179563750E0,-1.989562511E-1,1.630189270E-1,-3.312058747E-1
1.269669750E0,-1.613678634E-1,2.631207705E-1,-2.275239527E-1
1.359776750E0,-6.308452785E-2,4.382345825E-2,-1.180017442E-1
1.449882750E0,-2.339576930E-1,2.632141709E-1,-2.675070167E-1
1.539988875E0,-4.410272539E-1,1.510864496E-1,-2.788915336E-1
1.630095875E0,-4.866355360E-1,-1.545735449E-1,-1.792359650E-1
1.720201875E0,-9.284615517E-4,1.280351728E-1,-1.933878986E-3
1.810307875E0,4.398512840E-1,-1.769326180E-1,-2.670689821E-1
1.900414875E0,4.191731513E-1,-4.242313802E-1,-4.517648518E-1
1.990520875E0,8.907744661E-3,-2.913548611E-2,5.731529742E-2
2.080626875E0,-4.108145833E-1,-8.810764179E-3,5.030934215E-1
2.170733875E0,-4.901255965E-1,-1.829966605E-1,4.232642651E-1
2.260839875E0,-3.343971074E-1,-1.940053254E-1,-3.240904212E-2
2.350945875E0,1.068451628E-1,1.980668008E-1,-2.179877162E-1
2.441052875E0,4.839150906E-1,3.182827830E-1,-4.608221054E-1
2.531158875E0,3.657135367E-1,-2.890157998E-1,-3.157211244E-1
2.621264625E0,-8.539956063E-2,-2.511196733E-1,2.517771423E-1
2.711371625E0,-5.377903581E-1,-2.955057919E-1,4.621392787E-1
2.801477625E0,-5.975013971E-1,-4.256561697E-1,2.444293797E-1
2.891583625E0,-2.424273342E-1,3.318153694E-2,1.738267019E-2
2.981690625E0,6.007179022E-1,3.574886918E-1,-4.738019705E-1
3.071796625E0,8.020639420E-1,2.717031837E-1,-3.778702617E-1
3.161902625E0,2.902625501E-1,-4.082982838E-1,1.658106744E-1
3.252009625E0,-3.321145475E-2,-3.429206312E-1,4.727327228E-1
3.342115625E0,1.162448302E-1,1.560887098E0,5.520835519E-1
3.432221625E0,8.968566060E-1,1.652730823E0,3.921678662E-1
3.522328625E0,1.578859210E0,1.668489933E0,7.430657744E-1
3.612435167E0,1.701339841E0,2.595335245E0,7.343451977E-1
3.702541167E0,1.271044374E0,3.035923243E0,3.418145180E-1
3.792648167E0,6.417963505E-1,2.174168348E0,2.881492674E-1
3.882754167E0,2.046796829E-1,1.559832215E0,2.973323762E-1
3.972860167E0,-2.415570989E-2,1.120870233E0,-1.857960671E-1
4.062967167E0,-3.043660820E-1,1.008749604E0,-1.683084071E-1
4.153073167E0,-5.346931219E-1,6.852113456E-2,4.032809734E-1
4.243179167E0,2.958603762E-2,-3.654544950E-1,-5.907695293E-1
4.333285167E0,-1.200123057E-1,-3.814099133E-1,1.984502822E-1
4.423392167E0,2.337594926E-1,-3.766977191E-1,-3.074368536E-1
4.513498167E0,3.466395894E-3,-3.335881531E-1,-1.380271912E-1
4.603603417E0,2.868789434E-1,-2.959078848E-1,-4.740746915E-1
4.693710417E0,1.869364679E-1,-8.540233374E-1,-3.203597665E-1
4.783816417E0,-1.598698199E-1,-1.668076515E0,-3.823740184E-1
4.873922417E0,-1.072980523E0,-3.884210587E0,-2.384314984E-1
4.964029417E0,-1.735866785E0,-3.897008419E0,3.689863384E-1
5.054135417E0,-1.440988183E0,-3.146525145E0,1.113533020E0
5.144241417E0,-9.603919983E-1,-3.458040714E0,1.255786419E0
5.234348417E0,-1.127483249E0,-4.197371006E0,8.011487126E-1
5.324454417E0,-9.530188143E-2,-3.037865400E0,-4.314211607E-1
5.414560417E0,4.616219550E-2,-6.960456967E-1,-6.846528053E-1
5.504667417E0,-2.945666909E-1,-1.340124488E0,6.589046717E-1
5.594774250E0,5.048241615E-1,-1.513730049E0,7.244904041E-1
5.684880250E0,6.010359898E-2,2.042347670E0,-8.955282569E-1
5.774987250E0,-1.607851535E-1,-4.661471844E-1,-1.188847721E-1
5.865093250E0,1.261402071E-1,-1.334303856E0,9.010705948E-1
5.955199250E0,4.716750085E-1,1.624237180E0,-2.101592571E-1
6.045305250E0,-1.384873837E-1,1.111961365E0,-7.585778832E-1
6.135412250E0,-5.887335539E-1,-2.056776173E-2,8.306050301E-1
6.225518250E0,4.911480844E-1,-1.689168096E0,5.837277174E-1
6.315624250E0,3.664443493E-1,1.779553413E0,-8.524801135E-1
6.405731250E0,-2.478968054E-1,-8.771202564E-1,-8.418253064E-1
6.495837250E0,-1.156371757E-1,-1.183614016E0,1.173633099E0
6.585942750E0,6.484093666E-1,9.996865988E-1,-5.306141973E-1
6.676049750E0,-1.336120069E-1,1.057430983E0,-9.527472854E-1
6.766155750E0,-6.347219944E-1,-3.764724731E-1,1.153145313E0
6.856261750E0,8.463590145E-1,-1.270231962E0,1.476953179E-1
6.946368750E0,3.621686399E-1,1.466055632E0,-1.289186120E0
7.036474750E0,-5.746763945E-1,-5.104125738E-1,3.776359558E-1
7.126580750E0,2.063759416E-1,-2.351450920E0,9.359124899E-1
7.216686750E0,2.982929051E-1,3.259261131E0,-1.689672112E0
7.306793750E0,-6.797670722E-1,1.717464685E0,2.517045140E-1
7.396899750E0,-1.058287859E0,-1.085041165E0,1.837158799E0
7.487005750E0,3.330911994E-1,-1.080354229E-1,-2.731761634E-1
7.577112125E0,-1.994094625E-2,-1.987804286E-2,2.102511972E-1
7.667218125E0,-1.080494151E-1,2.586082220E-1,-2.991146147E-1
7.757324125E0,-7.661329955E-2,2.506774366E-1,-2.375579476E-1
7.847431125E0,-8.838722110E-2,-1.065474272E0,-7.309522629E-1
7.937537125E0,-6.118224263E-1,3.256147861E0,-1.296836999E-4
8.027643125E0,-3.552151918E-1,-1.924688339E0,1.198407769E0
8.117750125E0,2.167318910E-1,2.425225735E0,-1.759850144E0
8.207856125E0,-3.907040954E-1,-1.989627600E0,1.293808341E0
8.297962125E0,6.993601322E-1,-4.219769001E0,-9.533509612E-1
8.388069125E0,-2.683045268E-1,7.484240532E0,-1.545317769E-1
8.478175125E0,3.700137734E-1,-3.520482540E0,4.873575270E-1
8.568281792E0,2.676362097E-1,-8.131762147E-1,3.316612244E-1
8.658388792E0,1.232293248E-1,-9.804642797E-1,4.928564429E-1
8.748494792E0,-7.004512101E-2,-7.590079904E-1,8.292441070E-2
8.838600792E0,1.618845463E-1,8.232697248E-1,-2.026822604E-2
8.928707792E0,-7.624409348E-2,-1.976076961E0,-4.683746025E-2
9.018813792E0,-1.942701489E-1,2.868532419E0,-1.056974292E0
9.108919792E0,-1.448200643E-1,-1.250799656E0,1.032049656E0
9.199026792E0,3.334453106E-1,-5.437926054E-1,-1.031908154E0
9.289132792E0,2.357232720E-1,3.471868753E0,7.007108331E-1
9.379238792E0,-3.595326794E-3,-2.364254475E0,1.232372642E0
9.469345792E0,4.103775024E-1,1.717368484E0,-7.163292766E-1
9.559452042E0,3.607122004E-1,9.072253704E-1,-8.594352603E-1
9.649558042E0,-6.229854375E-2,2.037702560E0,2.837621234E-2
9.739665042E0,-5.803003907E-1,3.095441103E0,-9.139406681E-2
9.829771042E0,-2.848533988E-1,1.351674318E0,2.319879085E-1
9.919877042E0,3.416300416E-1,9.391236305E-1,-6.172254682E-1
1.000998404E1,-6.422190666E-1,-5.186367631E-1,3.800786138E-1
1.010009004E1,4.352224469E-1,-9.904146194E-1,-1.595713012E-2
1.019019604E1,4.184832871E-1,1.584960580E0,-6.151282042E-2
1.028030304E1,-6.617139578E-1,1.079415798E0,2.338149697E-1
1.037040904E1,-7.254213691E-1,-5.674500465E-1,-1.859938055E-1
1.046051504E1,8.119437695E-1,1.246757388E0,-1.624309570E-1
1.055062204E1,-1.845275164E-1,-8.456808329E-1,1.043715794E-2
1.064072804E1,-4.617627859E-1,-3.863786757E-1,1.071394235E-1
1.073083404E1,7.743794918E-1,-4.709683061E-1,-3.014703691E-1
1.082094104E1,3.682617471E-2,3.127179295E-2,-7.859481871E-2
1.091104704E1,-8.038117290E-1,-3.265897632E-1,4.005254507E-1
1.100115304E1,-4.213598967E-1,-5.011464357E-1,4.637755454E-2
1.109126004E1,5.088694096E-1,-2.021684051E-1,-6.873828173E-1
1.118136604E1,-3.254807591E-1,-1.548929214E0,3.989421129E-1
1.127147204E1,-1.056438923E0,-1.381106377E0,1.054403663E0
1.136157804E1,-5.502502993E-2,-2.403786659E0,2.148802765E-2
1.145168504E1,-4.687669128E-2,-1.782733321E0,-2.209113836E-1
1.154179104E1,-1.662921458E-1,-5.183120370E-1,-3.184333742E-1
1.163189717E1,-1.029611304E-1,-7.573602200E-1,-3.495562673E-1
1.172200417E1,-2.753302753E-1,5.338555574E-1,4.323801696E-1
1.181211017E1,9.497156739E-2,2.730540991E0,1.504710317E-1
1.190221617E1,5.458172560E-1,-2.257036045E-2,-1.513693631E-1
1.199232317E1,-1.039645225E-1,-3.304478154E-2,2.969970703E-1
1.208242917E1,1.899562329E-1,-5.388489366E-2,-2.999442220E-1
1.217253517E1,5.758934021E-1,2.227798939E0,-3.477883339E-2
1.226264217E1,1.755433530E-1,-3.522206843E-1,2.768786550E-1
1.235274817E1,-5.681285858E-1,-3.497012854E0,6.036964431E-2
1.244285417E1,-6.103289127E-1,-3.390691519E0,6.060035825E-1
1.253296117E1,2.104341239E-1,-8.492389917E-1,-3.140282631E-1
1.262306729E1,-1.299302578E-1,2.363003731E0,2.049871922E0
1.271317329E1,2.681929767E-1,-3.685873985E0,4.593234360E-1
1.280327929E1,-2.323721647E-1,2.073215961E0,1.301349521E0
1.289338629E1,4.485382512E-2,-1.224899054E0,8.166114688E-1
1.298349229E1,4.275508597E-2,-2.405022383E-1,-6.173751354E-1
1.307359829E1,-2.414026260E-1,1.894313544E-1,-7.626335621E-1
1.316370529E1,3.421975970E-1,-5.702825729E-3,3.779453039E-1
1.325381129E1,-2.657679096E-2,-2.687903121E-2,-5.661837459E-1
1.334391729E1,-1.975858063E-1,-1.210587323E-1,-8.204812407E-1
1.343402329E1,2.894798219E-1,-1.374455571E0,1.063219383E-1
1.352413029E1,-2.035586685E-1,1.741358519E0,2.075248361E-1
1.361423550E1,1.351835728E-1,9.900372624E-1,2.998976111E-1
1.370434150E1,2.506132722E-1,-1.549609303E0,7.916769385E-2
1.379444850E1,-3.950307071E-1,4.945864975E-1,-3.741422296E-1
1.388455450E1,4.669661820E-1,-8.283572644E-2,3.309153616E-1
1.397466050E1,1.782163680E-1,-1.075284258E-1,-7.580416203E-1
1.406476650E1,-2.398701161E-1,8.170804977E-1,-4.800794423E-1
1.415487350E1,1.390478015E-1,-1.140910268E0,4.780426621E-1
1.424497950E1,-3.131518960E-1,9.441673756E-1,-1.139579058E0
1.433508550E1,8.894518763E-2,-4.514855444E-1,-9.313335419E-1
1.442519250E1,4.160961807E-1,-4.235167503E-1,4.598832428E-1
1.451529850E1,2.236090153E-1,1.081769347E0,-9.256156087E-1
1.460540462E1,-3.892565668E-1,3.072019339E0,-1.810844660E0
1.469551063E1,-5.011558533E-1,6.358360291E0,-2.219795704E0
1.478561762E1,-1.237034332E-3,2.879284143E0,-2.155822754E0
1.487572363E1,1.059635654E-1,1.783191204E0,-1.274299383E0
1.496582962E1,7.098234445E-2,1.019583583E0,-5.780847669E-1
1.505593563E1,-3.444489539E-1,1.203326583E0,-1.199481040E-1
1.514604262E1,-3.525843024E-1,4.698639512E-1,1.186134070E-1
1.523614863E1,3.019204363E-2,9.557778388E-2,-1.238152236E-1
1.532625463E1,4.558662474E-1,5.157499015E-2,6.766447425E-2
1.541636163E1,-8.713186383E-1,2.745985286E-3,-1.414002299E0
1.550646763E1,-8.082073927E-1,1.455896854E0,6.891002655E-1
1.559657354E1,8.118383884E-1,-1.036383390E0,7.089301199E-2
1.568667954E1,7.883207873E-3,-2.891597748E-1,-2.176168188E-2
1.577678654E1,1.146638691E-1,-5.418321490E-1,3.385070860E-1
1.586689254E1,2.295911014E-1,-1.947408617E-1,3.684445918E-1
1.595699854E1,2.757959068E-1,2.214257717E-1,-1.677836478E-1
1.604710454E1,6.422606707E-1,3.859813511E-1,-2.539954782E-1
1.613721154E1,1.040765762E0,9.217292666E-1,-3.102946281E-1
1.622731754E1,1.509251714E0,1.327863693E0,-4.236068130E-1
1.631742354E1,1.464365363E0,9.774487615E-1,-7.342958450E-1
1.640752954E1,9.803200960E-1,9.071419239E-1,-5.120140314E-1
1.649763654E1,6.019067764E-1,3.343202472E-1,-5.609652400E-1
1.658774292E1,1.785393655E-1,-2.141718119E-1,-5.978403091E-1
1.667784892E1,-4.870422184E-2,-2.581177354E-1,-4.299771488E-1
1.676795492E1,-3.261606991E-1,-1.971415579E-1,3.873199597E-2
1.685806192E1,-3.044521213E-1,-8.809541166E-2,3.416280746E-1
