"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.285505080E2,3.662939453E1,2.928168488E1,-1.257080078E0
2.286406140E2,3.842169189E1,2.612524414E1,-3.995422363E0
2.287307200E2,3.876962280E1,2.505145264E1,-5.878784180E0
2.288208260E2,3.800054932E1,2.676068115E1,-6.956420898E0
2.289109320E2,3.650698853E1,2.880351257E1,-7.847076416E0
2.290010370E2,3.520341492E1,3.095291901E1,-7.974822998E0
2.290911433E2,3.376426697E1,3.301010132E1,-8.239776611E0
2.291812493E2,3.210406494E1,3.496453094E1,-1.006472778E1
2.292713553E2,3.024438477E1,3.710796356E1,-1.042541504E1
2.293614613E2,2.853497314E1,3.885301208E1,-9.902832031E0
2.294515663E2,2.674047852E1,4.052111053E1,-9.553283691E0
2.295416723E2,2.525735474E1,4.171757507E1,-8.980957031E0
2.296317783E2,2.392677307E1,4.253790283E1,-8.043762207E0
2.297218843E2,2.211862183E1,4.340310669E1,-6.689392090E0
2.298119903E2,1.994097900E1,4.453468323E1,-4.717803955E0
2.299020953E2,1.790956116E1,4.577731323E1,-3.821075439E0
2.299922013E2,1.662133789E1,4.641659546E1,-3.231231689E0
2.300823076E2,1.573985291E1,4.686534119E1,-2.868743896E0
2.301724136E2,1.586578369E1,4.692618561E1,-2.569885254E0
2.302625196E2,1.656991577E1,4.658371735E1,-2.664581299E0
2.303526246E2,1.752247620E1,4.630066681E1,-2.822753906E0
2.304427306E2,1.864930725E1,4.558569336E1,-1.504760742E0
2.305328366E2,2.030450439E1,4.440892029E1,-1.129150391E-1
2.306229426E2,2.147364807E1,4.342350006E1,2.038482666E0
2.307130486E2,2.287692261E1,4.223964691E1,3.206420898E0
2.308031536E2,2.530453491E1,4.093077850E1,2.053588867E0
2.308932596E2,2.679438782E1,4.012299347E1,1.350097656E-1
2.309833656E2,2.810894775E1,3.943373871E1,-2.890930176E-1
2.310734715E2,2.893426514E1,3.866960144E1,1.204315186E0
2.311635775E2,3.060220337E1,3.695733643E1,2.760070801E0
2.312536835E2,3.278800964E1,3.509768677E1,2.066009521E0
