datetime,acc_x,acc_y,acc_z,linacc_x,linacc_y,linacc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,score
2025-01-01 00:06:45.750,-1.753603363,-4.213737488,8.693471832,0.02565012708,0.00347032249,0.01064894915,-0.02817872539,-0.006333076395,0.009169587865,28.00352478,22.20251465,-32.58712769,2
2025-01-01 00:06:46.000,-1.7553497313333333,-4.242577515,8.637388458333334,0.0417684643,0.03761650264433333,-0.017617855666666665,-0.02781346316,0.023501072703333334,0.028983196863333335,28.121307373333334,22.29129537,-32.25463867333334,2
2025-01-01 00:06:46.250,-1.7731377414999998,-4.2269849399999995,8.7641249085,0.11130564810100001,0.14256145206666668,0.17618187010333333,-0.04268604889666666,0.15630191689666664,0.08475433787000002,28.54486592666667,22.16957601,-32.12230428,2
2025-01-01 00:06:46.500,-3.1292926026666663,-3.7156233213333336,7.357649688666666,1.0301710784,1.31920537985,-0.45250695615,-0.30852144584999996,2.2459095715,-0.17491742314,33.40188599,22.285892484999998,-26.56462097,2
2025-01-01 00:06:46.750,-7.940911788499999,-6.8421217345,3.7348084255,-0.5796752232333334,-0.37436174513333337,0.08221058517333334,-0.3030842791333333,1.9348389307666665,-0.6923249761333333,37.84315490666666,29.407213846666668,-2.964406332,2
2025-01-01 00:06:47.000,-6.465953979666666,-7.4568933106666675,2.2022703553333334,0.30539792953333333,-0.8427591920666667,-0.24606662215,-0.1660110255,0.19028104843333335,-0.19298902712666666,33.18048095333334,36.790651956666665,9.065490723,2
2025-01-01 00:06:47.250,-6.422170029,-6.1763811495,1.258882141,-0.08256931184633333,0.7459406055173333,-0.5219038555000001,-0.24602315825,0.15270802625,-0.22146676483333336,29.480026246666668,39.62171427333333,12.262207033333333,2
2025-01-01 00:06:47.500,-5.372577667333334,-9.242879335333333,1.9075332643333336,0.68421642247,-1.5465725576133333,0.6489577120666666,-0.01590423785056666,-0.06782366336666666,-0.14941294202866667,26.43141174333333,41.52182515333333,18.06664022,2
2025-01-01 00:06:47.750,-7.3071297455,-5.9595570375,0.96511802655,-1.7907361060000002,1.9766866269999999,-0.80463717305,0.21404044798049998,-0.226683433155,-0.19722477718999998,25.41413116,41.85936356,11.98329163,2
2025-01-01 00:06:48.000,-4.844525757,-8.649762726,1.477776947,0.8968769270000001,-0.877989446,-0.20017713769999998,-0.4117790957333333,-0.12860425002633333,0.29798288149333335,27.38698832,42.24660491666666,15.541575113333332,2
2025-01-01 00:06:48.250,-6.576349411,-7.3073542785,2.0669767,-0.4377461475733333,0.19028652386666675,0.3654562896333333,0.3188245967,0.07577792800000001,-0.33151031533333336,27.522466023333333,41.13437398333333,15.647460936666667,2
2025-01-01 00:06:48.500,-5.850284271333333,-7.526897735666666,1.0019664002666666,-0.08249193374333334,0.15887469656666667,-0.7426392676,-0.4068971052766666,-0.32409387829999997,0.3194486002333333,27.00504048666667,42.26233418666666,12.923156736666668,2
2025-01-01 00:06:48.750,-4.5946204375,-9.813592529000001,2.523602142,1.5486412055,-1.9565488165000002,1.1835784089999999,0.179145284,0.19533511436999998,-0.228209650155,30.487960815,40.27784729,16.33506775,2
2025-01-01 00:06:49.000,-6.401837310666667,-6.605164489666667,1.4429992674666667,-1.2175528513666667,1.1111670504333333,-0.9312501739666667,0.3530383457833333,-0.1598385771,0.08689104516666668,27.221995036666666,43.333732606666665,10.151794435,2
2025-01-01 00:06:49.250,-5.8621096805,-8.7055217745,3.4200130460000002,1.0291729099333333,-1.7823028617666665,1.2306119253333334,0.8639868820666666,1.6273692846666667,0.5624390641666667,29.868108113333335,41.75955963333333,11.123128254666668,2
2025-01-01 00:06:49.500,-6.655559692333334,-4.136298522666666,-1.8823356627,1.3652198000333335,1.4334649925333334,-1.2613513226666666,1.2047268551666666,2.601808945333333,0.45476966103333333,27.432774863333332,37.26269022666667,13.337697346666666,2
2025-01-01 00:06:49.750,-7.058197403,-5.614973602499999,-4.1741448210000005,-0.6151580768500001,-0.49279378476666663,-0.8158092774733333,-0.04128070299666666,1.2298173506666668,-0.018924032666666656,20.606338500000003,37.22959391333333,19.626871743333336,2
2025-01-01 00:06:50.000,-7.871481170666667,-5.896887359333333,-4.882546692000001,0.4668294185155,0.4175178024,0.347952893095,-0.25255354214,-0.14846668021999998,-0.09374427795000001,17.88910675,37.16294098,23.596374515,2
2025-01-01 00:06:50.250,-6.5278502655,-4.51655777,-4.200714569,0.4184444887333334,-0.2627976501666666,0.4005816346333333,0.03907119426466667,-0.36389859516666667,-0.08233792086666668,18.56443278,37.05758921333333,23.226247153333333,2
2025-01-01 00:06:50.500,-6.790728607000001,-6.390460968,-3.845603027333333,0.1964455908666667,-0.8890535474666666,0.024934184230000007,0.10464853046666667,-0.9393359124000001,-0.39226949213333334,18.63129170666667,38.21222687,20.44485474,2
2025-01-01 00:06:50.750,-8.646619263,-6.3299617765,-2.0019369508,-1.3140662132333334,-0.13737370493333334,-1.26913274881,-1.4166118303333333,-3.6425813836666667,0.41469595333333337,27.49486287666667,36.36557006666666,14.859710696666667,2
2025-01-01 00:06:51.000,-3.7537939454333333,-4.463168792666667,5.339246978666666,2.2223611935000003,1.12223022645,-1.6599966031,-1.04393762365,-3.82770586,1.0284675658,41.95056915,25.939990995000002,-2.6645355225,2
2025-01-01 00:06:51.250,-5.424045638999999,-6.276298370499999,6.246285781499999,-0.2393508023666667,-0.7768437246666666,0.5883938117333333,-0.11456879227666666,-1.6913451949,-0.15238976476666666,36.88462829666667,24.23225911666667,-24.771352133333334,2
2025-01-01 00:06:51.500,-2.6122677613333334,-5.211861877333333,7.566016387333334,1.1563998439999998,0.48132456873333346,-0.7144677723333336,0.13471420232666667,0.020823478866666578,-0.09664087496666668,34.16493225,22.887140913333337,-29.960825603333333,2
2025-01-01 00:06:51.750,0.96728851315,-3.3095427704000002,9.097930758,0.2395580861666667,-0.04348408633333337,-0.3120740856666666,0.1531092773,0.4672982296666666,-0.02255551516666669,33.97887166333334,22.11536916333333,-30.82582601,2
2025-01-01 00:06:52.000,-2.649190979,-3.885669708,7.530889435,-1.0879566255,1.0552778524999997,2.475944411,-0.04879273475000001,-0.854867928865,0.70716637375,34.40313721,22.801296235,-29.98753357,2
2025-01-01 00:06:52.250,-4.6398264309999995,-4.237238617,8.441695405,-0.3458974993333334,0.07614195493333331,-0.5916910563333335,0.0009701227333333423,-0.09372695313333335,-0.17355744030000006,33.414179483333335,21.37676239,-32.300242106666666,2
2025-01-01 00:06:52.500,-2.5557852173333333,-3.6375357056666666,7.5295921340000005,-0.9584231600000002,-1.0204806336666667,-0.9141236793333332,-0.03997487823333331,0.5602150362333332,-0.11007205656666663,33.18391927333334,20.71155294,-32.627044680000004,2
2025-01-01 00:06:52.750,-2.1090392304999996,-4.0692130275,5.0791628265,1.8413560363333332,-0.6457561666666666,0.12635657609999992,0.21128375329999996,-0.10486296793333334,-0.25461828210000004,33.36087036,20.48477936,-32.68268839333333,2
2025-01-01 00:06:53.000,-4.251209565,-3.0812924193,7.106921082666666,-0.15271689633333332,1.1915835153333332,-1.4749958163333332,-0.05836607516666666,0.8750916320000001,-0.1673517027,33.70873006333333,20.60194651333333,-31.66123454,2
2025-01-01 00:06:53.250,-3.858600998,-0.772318954405,8.176970901499999,2.043592515,3.00396231,1.23649198305,-0.3625983298,-0.59653829395,0.7819913178,39.86646271,19.617507935,-23.807373045,2
2025-01-01 00:06:53.500,-4.933141479333334,-3.8646134946666666,8.116371917666667,-0.7948244003333333,-0.3591613230666666,-2.0791792544666667,-0.0682012203,0.16313587191333334,-0.10880712170000001,38.16049194000001,17.707115169999998,-28.125732420000002,2
2025-01-01 00:06:53.750,-3.7184175111125,-5.2156040955,6.984101486,-0.9047336356333334,-1.2432277804666667,-0.3764285409666666,-0.35180827973333334,0.08866175000000005,0.15577527413336664,36.755452473333335,21.08611043,-28.79763794,2
2025-01-01 00:06:54.000,1.2842294296666672,-1.4148577883333335,7.9677809139999995,4.656413424666667,1.4754423486666666,-0.5823491550000001,0.17512930926666667,-1.2613902886666668,-0.47313092139999996,37.07417806,22.062868753333333,-26.38786824666667,2
2025-01-01 00:06:54.250,-10.06297393655,-10.412796479999999,5.4598212435,-3.6047010071,-2.0413502542,-0.8118870625000001,0.05085462330000001,1.981878996,0.16641287505000002,37.499328615,23.982303615,-21.993118285,2
2025-01-01 00:06:54.500,-1.8353334043333334,-2.8813581846666665,9.325058442,-0.2995466694666667,2.5294264563333333,0.7188346677999999,0.10694013783,-0.8508828282666667,0.3024806926666667,33.46336873333333,20.526934303333334,-31.998311360000002,2
2025-01-01 00:06:54.750,-0.6509214019999999,-1.38274955768,7.0007917785,1.7933539534999998,-0.6338746243333334,-1.2352500343333335,-0.03620989869333333,0.5719083942666667,-0.37469332609666667,28.964731853333333,20.10182444333333,-35.34057617,2
