"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.219019187E1,3.011665344E-1,1.113653779E-1,1.823607683E-1
1.229030387E1,2.399934828E-1,-2.004346438E-2,8.136513084E-2
1.239041688E1,1.296739578E-1,3.990871310E-1,1.562726647E-1
1.249052888E1,1.136496738E-1,7.415097207E-2,-1.998687536E-2
1.259064187E1,5.046688020E-2,1.004391238E-1,-8.932445198E-2
1.269075387E1,-8.790708333E-2,-1.305168401E-2,5.854734778E-2
1.279086688E1,-1.247904673E-1,-1.334198117E-1,3.011175618E-2
1.289097888E1,-1.556548923E-1,-2.265680730E-1,-4.995274823E-3
1.299109088E1,-9.753452986E-2,-1.599204540E-1,-3.254727647E-2
1.309120387E1,-2.055354416E-1,-2.013308257E-1,-5.896893516E-2
1.319131637E1,-3.039379418E-1,-3.634729385E-1,-1.089773774E-1
1.329142937E1,-2.327756733E-1,-4.212612212E-1,-8.596704155E-2
1.339154137E1,-1.829253286E-1,-4.045794606E-1,-3.795109689E-2
1.349165438E1,3.910574596E-3,-1.199635193E-1,-6.323620677E-2
1.359176638E1,4.398168623E-2,8.596752584E-2,-1.060978770E-1
1.369187937E1,7.646255940E-2,4.096391201E-1,3.737224266E-2
1.379199137E1,1.448651552E-1,1.606593132E-1,1.301661506E-2
1.389210438E1,2.929288149E-1,2.040982097E-1,-8.780603297E-3
1.399221638E1,3.455866873E-1,1.220172048E-1,-3.936035186E-2
1.409232937E1,3.660667241E-1,4.292457104E-1,-7.231732458E-2
1.419244137E1,2.548936903E-1,1.159302890E-1,-7.010552287E-2
1.429255438E1,5.384187400E-2,4.404746927E-3,-9.775429033E-3
1.439266638E1,-1.567686200E-1,-2.416409999E-1,2.173198573E-2
1.449277937E1,-2.633156776E-1,-3.887776732E-1,-1.799873635E-2
1.459289238E1,-4.189199805E-1,-3.520980179E-1,1.005222723E-1
1.469300438E1,-4.534173906E-1,-3.567480147E-1,1.403605342E-1
1.479311737E1,-3.575250208E-1,-1.930886507E-1,1.442005485E-2
1.489322937E1,-8.196020871E-2,1.176142916E-1,3.158781305E-2
1.499334238E1,2.096571475E-1,2.365824580E-1,1.900348999E-2
1.509345438E1,3.941975534E-1,1.136774868E-1,3.066913225E-3
1.519356687E1,4.701575637E-1,2.894898951E-1,-3.150952980E-2
1.529367887E1,4.357734025E-1,1.351334304E-1,1.115368772E-2
1.539379188E1,2.976726592E-1,-1.574470550E-1,1.176877692E-1
1.549390388E1,1.444802731E-1,-3.935067654E-1,1.140570790E-1
1.559401687E1,-2.148209326E-2,-5.213726163E-1,2.006941438E-1
1.569412887E1,-3.917453811E-2,-7.021355033E-1,-6.481555849E-2
1.579424188E1,7.547076792E-2,-4.112065732E-1,-1.987673193E-1
1.589435388E1,2.828800380E-1,-3.314083517E-1,1.024871707E0
1.599446687E1,6.193687916E-1,-4.100195691E-2,2.886264086E0
1.609457887E1,7.567871809E-1,-3.699338734E-1,4.315094948E0
1.619469237E1,9.723886847E-1,-1.801107645E0,3.244667768E0
1.629480437E1,2.845459804E-2,-7.755932212E-1,-4.368142784E-1
1.639491738E1,-2.635263920E0,3.289975405E0,-5.258921146E0
1.649502938E1,8.629178405E-1,-3.597164392E0,-3.017708540E0
1.659514237E1,1.678132862E-1,-7.538945079E-1,3.708513737E0
1.669525437E1,3.499307036E-1,-1.554405689E0,4.846518517E0
1.679536738E1,1.484951228E-1,-2.883646488E0,4.625172615E-1
1.689548037E1,-2.006353855E0,2.112448215E0,-4.598563194E0
1.699559237E1,1.099558100E-1,1.967872858E0,-3.168211699E0
1.709570538E1,-8.157296479E-2,1.635405779E0,3.727602482E0
1.719581750E1,-5.985923111E-3,-1.821843147E0,5.393362999E0
1.729593050E1,4.660414755E-1,-2.508613110E0,2.255328894E0
1.739604250E1,-1.411234021E0,-1.973876476E0,-3.240023613E0
1.749615550E1,-2.368316889E0,8.906954765E0,-7.704153538E0
1.759626750E1,3.370386660E-1,-1.467347294E-1,8.840768933E-1
1.769638050E1,8.339959383E-1,-1.715216637E0,3.099979162E0
1.779649350E1,6.063063145E-1,-8.130457997E-1,2.724565268E0
1.789660550E1,-3.316556811E-1,-1.694659233E0,-9.626193047E-1
1.799671850E1,-1.615974426E0,2.341999054E0,-4.660251141E0
1.809683050E1,1.239775047E-1,-1.240626454E0,-3.692375124E-1
1.819694292E1,9.719716907E-1,-3.059547022E-2,6.757440567E-1
1.829705492E1,1.200409889E0,1.356508374E0,3.428852558E-2
1.839716792E1,1.723220348E0,1.155899882E0,-7.789868861E-2
1.849727992E1,1.848802090E0,1.248525858E0,-1.394284517E-1
1.859739292E1,1.561426282E0,1.215824366E0,-5.155849457E-1
1.869750592E1,1.019244313E0,7.340278625E-1,-6.549811959E-1
1.879761792E1,1.512017548E-1,4.615550041E-1,-1.031077862E0
1.889773092E1,-3.132802844E-1,6.035814881E-1,-1.008365512E0
1.899784292E1,-5.405844450E-1,4.691631496E-1,-7.434349060E-1
1.909795592E1,-1.509550661E-1,-1.123817325E0,6.241197586E-1
1.919806992E1,-1.163783222E-1,-8.634619713E-1,4.560987949E-1
1.929818192E1,1.366476417E-1,5.253959298E-1,3.150253296E-1
1.939829492E1,4.767895341E-1,1.166601479E-1,1.073607922E0
1.949840692E1,-1.803366467E-2,-1.626364887E-1,1.281570494E-1
1.959851992E1,-5.321961045E-1,5.979421139E-1,-7.449479699E-1
1.969863192E1,2.977614701E-1,3.042601347E0,9.017215967E-1
1.979874492E1,6.424500346E-1,-2.326205969E-1,1.154947877E0
1.989885792E1,-8.069538474E-1,-9.436699748E-1,3.882355988E-1
1.999896992E1,-1.003738403E0,2.072442770E0,-6.041728854E-1
2.009908292E1,5.327082425E-2,2.082670927E0,2.930952013E-1
2.019919438E1,3.320348859E-1,6.779842079E-2,-8.102751970E-1
2.029930737E1,-9.731828421E-2,-6.490322948E-1,5.620895028E-1
2.039942038E1,1.128899530E-1,9.777883887E-1,-5.373729020E-2
2.049953238E1,8.165975660E-2,1.163160920E0,-3.932548463E-1
2.059964537E1,4.866380394E-1,-3.256186724E0,2.595556378E-1
2.069975737E1,-1.636657268E-1,4.864564836E-1,3.916074932E-1
2.079987038E1,1.507130172E-2,3.795146942E-1,-4.495729506E-2
2.089998337E1,2.819086909E-1,-1.343931556E-1,-1.424238086E-1
2.100009537E1,-2.014158517E-1,8.868897557E-1,-8.531142026E-2
2.110020837E1,-4.648219347E-1,2.682794333E0,1.692240089E-1
2.120031942E1,-1.735553741E-1,1.949587911E-1,-2.991788089E-1
2.130043242E1,1.745893359E-1,-4.017086923E-1,-2.505773008E-1
2.140054542E1,2.608077824E-1,3.102310598E-1,2.777929902E-1
2.150065742E1,-2.515647709E-1,8.699666858E-1,5.334415473E-3
2.160077042E1,-1.444666833E-1,3.984676003E-1,-4.289443791E-1
2.170088242E1,-2.553771138E-1,-6.361564994E-2,-4.834154546E-1
2.180099542E1,-4.377282858E-1,-2.015130669E-1,-4.663778841E-1
2.190110842E1,-2.344980389E-1,-8.709239215E-2,-2.065085471E-1
2.200122042E1,-4.028638601E-1,-8.223770857E-1,-3.464085758E-1
2.210133342E1,-3.585291505E-1,-3.266086429E-2,-1.235137060E-1
2.220144600E1,-3.393525481E-1,-9.637805820E-1,-2.132113725E-1
2.230155900E1,-1.105693579E-1,-1.336090565E0,1.294133067E-1
2.240167200E1,2.838518023E-1,-6.344188005E-2,-4.707597792E-1
2.250178400E1,2.581384480E-1,-1.508006573E0,-1.658963114E-1
2.260189700E1,5.168155953E-2,-1.107287765E0,3.081169426E-1
2.270201000E1,-4.410673082E-1,-1.103141308E0,2.612459958E-1
2.280212200E1,-8.012084365E-1,-9.218652844E-1,7.915135026E-1
2.290223500E1,-5.981458426E-1,-1.712898016E0,7.186145186E-1
2.300234700E1,-8.148898482E-1,-2.010718584E0,7.012932301E-1
2.310246000E1,-5.895588994E-1,-3.012780666E0,8.581472635E-1
