"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.528758928E2,1.143400574E1,3.945603943E1,1.615307617E1
1.529760058E2,1.192448425E1,3.896890259E1,1.717480469E1
1.530761197E2,1.035105896E1,3.754789734E1,2.062130737E1
1.531762337E2,5.987167358E0,3.581069946E1,2.436849976E1
1.532763468E2,8.785812378E0,3.538946533E1,2.417523193E1
1.533764608E2,8.697402954E0,3.503811646E1,2.462158203E1
1.534765737E2,1.001741028E1,3.414170837E1,2.515747070E1
1.535766877E2,1.062184143E1,3.251463318E1,2.672299194E1
1.536768008E2,7.953414917E0,3.166316223E1,2.875872803E1
1.537769148E2,6.225784302E0,3.169732666E1,2.916735840E1
1.538770273E2,9.053024292E0,3.136335754E1,2.899545288E1
1.539771413E2,8.519973755E0,3.166967773E1,2.888717651E1
1.540772543E2,7.960174561E0,3.150114441E1,2.899102783E1
1.541773683E2,6.599365234E0,3.243049622E1,2.857482910E1
1.542774813E2,7.503509521E0,3.509179688E1,2.509698486E1
1.543775953E2,7.528045654E0,3.603469849E1,2.391891479E1
1.544777093E2,7.330795288E0,3.615411377E1,2.376089478E1
1.545778223E2,7.685195923E0,3.642201233E1,2.333203125E1
1.546779363E2,6.198410034E0,3.629641724E1,2.359030151E1
1.547780493E2,6.084793091E0,3.637847900E1,2.384140015E1
1.548781629E2,6.785705566E0,3.605274963E1,2.438278198E1
1.549782759E2,7.923919678E0,3.588792419E1,2.452648926E1
1.550783899E2,9.042495728E0,3.618194580E1,2.436306763E1
1.551785029E2,9.715744019E0,3.632960510E1,2.384548950E1
1.552786169E2,9.479888916E0,3.668145752E1,2.379443359E1
1.553787299E2,1.008062744E1,3.618542480E1,2.455096436E1
1.554788439E2,1.051036072E1,3.522535706E1,2.576226807E1
1.555789579E2,1.103689575E1,3.507031250E1,2.563265991E1
1.556790709E2,1.047897339E1,3.649575806E1,2.416638184E1
1.557791849E2,1.006794739E1,3.832817078E1,2.211535645E1
1.558792983E2,9.152343750E0,3.943153381E1,2.068728638E1
1.559794123E2,9.630432129E0,4.064027405E1,1.834512329E1
1.560795252E2,1.114486694E1,4.191963196E1,1.442788696E1
1.561796392E2,1.063049316E1,4.348036194E1,9.517181396E0
1.562797523E2,1.121548462E1,4.372654724E1,7.318572998E0
1.563798663E2,1.488734436E1,4.266671753E1,5.969635010E0
1.564799792E2,2.106845093E1,3.999613953E1,3.346771240E0
1.565800932E2,2.579425049E1,3.732609558E1,1.417785645E0
1.566802063E2,2.922569275E1,3.507315063E1,3.968200684E-1
1.567803203E2,3.193072510E1,3.332933044E1,-8.645019531E-1
1.568804342E2,3.469776917E1,3.113908386E1,-2.672302246E0
1.569805472E2,3.659059143E1,2.906892395E1,-6.219177246E0
1.570806612E2,3.749967957E1,2.692857361E1,-1.187908936E1
1.571807742E2,3.757571411E1,2.521308899E1,-1.648272705E1
1.572808882E2,3.728630066E1,2.328988647E1,-1.997216797E1
1.573810012E2,3.691650391E1,2.130952454E1,-2.265512085E1
1.574811152E2,3.650433350E1,2.008207703E1,-2.458682251E1
1.575812282E2,3.646945190E1,2.029415894E1,-2.436633301E1
1.576813422E2,3.644068909E1,1.996334839E1,-2.460314941E1
1.577814562E2,3.613131714E1,1.993597412E1,-2.556771851E1
1.578815705E2,3.585469055E1,1.972723389E1,-2.584558105E1
1.579816835E2,3.595385742E1,1.975917053E1,-2.588751221E1
1.580817975E2,3.601026917E1,1.959440613E1,-2.530673218E1
1.581819115E2,3.601614380E1,1.964144897E1,-2.529922485E1
1.582820245E2,3.548588562E1,1.952609253E1,-2.645532227E1
1.583821385E2,3.528236389E1,1.913247681E1,-2.741168213E1
1.584822525E2,3.560073853E1,1.817776489E1,-2.785842896E1
1.585823665E2,3.501300049E1,1.719114685E1,-2.888992310E1
1.586824795E2,3.447810364E1,1.730274963E1,-2.932653809E1
1.587825935E2,3.464572144E1,1.733699036E1,-2.935327148E1
1.588827065E2,3.487916565E1,1.727212524E1,-2.890457153E1
1.589828195E2,3.536813354E1,1.726904297E1,-2.802252197E1
1.590829335E2,3.615805054E1,1.641583252E1,-2.743368530E1
1.591830475E2,3.612069702E1,1.663659668E1,-2.706527710E1
1.592831615E2,3.607861328E1,1.714228821E1,-2.682855225E1
1.593832745E2,3.594282532E1,1.761538696E1,-2.694604492E1
1.594833885E2,3.577186584E1,1.769337463E1,-2.699957275E1
1.595835025E2,3.592811584E1,1.781042480E1,-2.671261597E1
1.596836165E2,3.602427673E1,1.773974609E1,-2.660037231E1
1.597837305E2,3.608979797E1,1.773265076E1,-2.664157104E1
1.598838450E2,3.608137512E1,1.774037170E1,-2.661947632E1
1.599839590E2,3.609284973E1,1.777494812E1,-2.644689941E1
1.600840720E2,3.619818115E1,1.778097534E1,-2.637295532E1
1.601841860E2,3.626951599E1,1.776649475E1,-2.620120239E1
1.602843000E2,3.632009888E1,1.787356567E1,-2.632940674E1
1.603844140E2,3.628758240E1,1.785983276E1,-2.621484375E1
1.604845280E2,3.625270081E1,1.768942261E1,-2.625216675E1
1.605846410E2,3.622967529E1,1.744854736E1,-2.639187622E1
1.606847550E2,3.615393066E1,1.758473206E1,-2.646615601E1
1.607848690E2,3.612005615E1,1.739697266E1,-2.635650635E1
1.608849834E2,3.615818787E1,1.747723389E1,-2.622744751E1
1.609850974E2,3.603114319E1,1.748809814E1,-2.623733521E1
1.610852104E2,3.594871521E1,1.731095886E1,-2.645242310E1
1.611853244E2,3.606993103E1,1.728324890E1,-2.646005249E1
1.612854384E2,3.606968689E1,1.744511414E1,-2.644583130E1
1.613855524E2,3.615910339E1,1.760374451E1,-2.627587891E1
1.614856654E2,3.624865723E1,1.761203003E1,-2.611706543E1
1.615857794E2,3.634056091E1,1.772230530E1,-2.600869751E1
1.616858934E2,3.637486267E1,1.765930176E1,-2.587890625E1
1.617860064E2,3.659013367E1,1.783087158E1,-2.544213867E1
1.618861198E2,3.652990723E1,1.786030579E1,-2.546865845E1
1.626677189E2,3.732167053E1,1.992939758E1,-2.192419434E1
1.627678328E2,3.702671814E1,2.002096558E1,-2.215756226E1
1.628679458E2,3.699975586E1,2.016058350E1,-2.248986816E1
1.629680598E2,3.714360046E1,2.039489746E1,-2.240820312E1
1.630681738E2,3.699519348E1,2.066722107E1,-2.224166870E1
1.631682868E2,3.678445435E1,2.111579895E1,-2.177935791E1
1.632684008E2,3.674504089E1,2.153982544E1,-2.146450806E1
1.633685148E2,3.706266785E1,2.211941528E1,-2.066818237E1
1.634686278E2,3.769844055E1,2.277006531E1,-1.879684448E1
1.635687418E2,3.935208130E1,2.404260254E1,-1.138973999E1
1.636688558E2,3.869845581E1,2.697233582E1,-6.359863281E-2
1.637689698E2,3.193270874E1,3.223397827E1,1.355099487E1
1.638690827E2,2.317439270E1,3.844125366E1,1.897738647E1
1.639691967E2,1.669009399E1,4.220895386E1,2.132290649E1
1.640693107E2,1.420440674E1,4.283837891E1,2.393884277E1
