"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.177052446E1,3.720833361E-1,2.019790173E0,2.553732991E-1
2.187063946E1,1.217189208E-1,-9.422248006E-1,6.861025691E-1
2.197075446E1,-4.784622490E-1,-5.922318697E-1,-8.247616291E-1
2.207086846E1,9.700185806E-2,1.153581142E0,-1.574525088E-1
2.217098346E1,2.610290051E-1,-8.440456390E-1,8.462488651E-1
2.227109846E1,-3.896558285E-1,-8.674659729E-1,2.910862677E-2
2.237121296E1,-1.781206578E-1,1.525789022E0,-8.904300928E-1
2.247132796E1,2.944375575E-1,-9.488908052E-1,1.010162950E0
2.257144296E1,2.824091818E-3,-9.417822957E-1,1.732855439E-1
2.267155796E1,-3.520654142E-1,1.087227106E0,-6.188013554E-1
2.277167296E1,6.701306105E-1,-7.231365442E-1,8.617769182E-2
2.287178796E1,2.312976122E-1,2.609120846E0,-7.094120979E-1
2.297190296E1,7.378073931E-1,4.036481380E0,-2.802425623E-1
2.307201696E1,1.169442058E0,4.201670170E0,-4.059924558E-2
2.317213196E1,7.906259894E-1,4.383039474E0,-4.580978677E-2
2.327224696E1,8.755057454E-1,3.449955463E0,-4.010188282E-1
2.337236246E1,3.510533273E-1,2.007176638E0,-8.175701499E-1
2.347247746E1,-8.216273189E-1,1.142543793E0,-8.092234135E-1
2.357259246E1,-1.151171923E0,7.255545259E-1,-4.236489832E-1
2.367270746E1,1.765921563E-1,4.401342273E-1,6.198008060E-1
2.377282246E1,3.404740393E-1,1.386284381E-1,1.856097877E-1
2.387293746E1,-6.404804587E-1,-3.623146117E-1,-5.763720274E-1
2.397305246E1,-7.234825492E-1,4.111212194E-1,-2.728514671E-1
2.407316746E1,4.756735265E-1,-2.219519168E-1,6.425012946E-1
2.417328246E1,1.024188548E-1,-6.011158228E-1,-3.064180613E-1
2.427339746E1,-7.840021849E-1,-6.838389486E-2,-9.826983213E-1
2.437351225E1,4.232236743E-2,5.335698128E-1,3.982090652E-1
2.447362625E1,2.513898313E-1,-2.280139625E-1,4.164461195E-1
2.457374125E1,-5.159080029E-1,-3.721706867E-1,-9.548860788E-1
2.467385625E1,-4.486966133E-1,3.622068465E-1,-2.497873157E-1
2.477397125E1,6.958719492E-1,4.521236569E-2,1.088497996E0
2.487408625E1,5.070959926E-1,-3.826365769E-1,7.699742913E-2
2.497420125E1,-1.156293750E0,3.694394603E-2,-1.156036854E0
2.507431625E1,2.155644447E-1,2.030214369E-1,5.163333416E-1
2.517443125E1,7.630820274E-1,4.370544851E-2,8.718494177E-1
2.527454625E1,-4.155305624E-1,-8.460233212E-1,-1.060196877E0
2.537466121E1,-1.267766833E0,4.903733730E-1,-8.248063326E-1
2.547477621E1,8.796099424E-1,2.879856229E-1,9.484468102E-1
2.557489121E1,5.263447165E-1,-5.273349285E-1,2.971304953E-1
2.567500621E1,-9.049277902E-1,3.584444821E-1,-6.741505265E-1
2.577512121E1,-4.151779413E-1,1.622363329E-1,-1.076610014E-1
2.587523621E1,1.074339509E0,-1.935277134E-1,3.810214102E-1
2.597535121E1,8.541268110E-1,-4.886877239E-1,-2.912027761E-2
2.607546621E1,2.143507153E-1,-4.349228740E-1,-5.722113252E-1
2.617558121E1,2.014411837E-1,-8.527074456E-1,1.122774743E-2
2.627569621E1,-7.952324301E-2,-1.427569628E0,3.869394958E-2
2.637581108E1,-5.463040471E-1,-1.517443895E0,-1.707759500E-1
2.647592608E1,-5.108331442E-1,-2.253065586E0,-1.502165496E-1
2.657604008E1,-7.610195279E-1,-1.641235590E0,-6.148325279E-3
2.667615508E1,-1.034496427E0,-1.987546682E-1,-7.646767795E-2
2.677627008E1,-5.791321397E-1,1.466903090E0,-5.248425007E-1
2.687638508E1,8.472934365E-2,7.922939062E-1,-8.316621184E-1
2.697650008E1,1.494427212E-2,7.688991725E-2,-5.838732123E-1
2.707661508E1,1.599480659E-1,-2.252418920E-2,-5.813297629E-1
2.717673008E1,-2.063801289E-1,-5.259238929E-2,-9.068756700E-1
2.727684508E1,-3.722512424E-1,-3.227585852E-1,-3.695764840E-1
2.737696058E1,-2.898302972E-1,-7.368510216E-2,-5.878016353E-2
2.747707558E1,-1.729053855E-1,2.423563749E-1,3.587362298E-4
2.757719058E1,2.479889989E-2,2.722525299E-1,9.488744289E-2
2.767730558E1,4.719368741E-2,2.137381732E-1,7.999525219E-2
2.777742058E1,3.398028016E-2,5.374286175E-1,4.030658603E-1
2.787753558E1,2.174169570E-1,6.826968193E-1,1.556397229E-1
2.797765058E1,3.469214216E-2,1.841000319E-1,4.869872630E-1
2.807776558E1,3.332082629E-1,4.549956620E-1,1.346930712E-1
2.817788058E1,1.004089713E-1,4.964390993E-1,1.922544092E-1
2.827799558E1,1.264076829E-1,4.953829050E-1,1.445017457E-1
2.837811062E1,-1.325751543E-1,-3.487136364E-1,3.033303842E-2
2.847822563E1,-2.861633599E-1,-4.569014013E-1,5.996010825E-2
2.857834062E1,-2.817268074E-1,-5.194792747E-1,-2.399313599E-1
2.867845563E1,-3.768860996E-1,-4.791301191E-1,-4.473965764E-1
2.877857062E1,-2.481929511E-1,-4.595755637E-1,-3.304533362E-1
2.887868562E1,-1.018553227E-1,-5.484784245E-1,-5.159180164E-1
2.897880063E1,-1.627338529E-1,-1.171737909E-1,-2.123561800E-1
2.907891562E1,7.915601134E-2,1.021392867E-1,6.541565806E-2
2.917903063E1,3.301155269E-1,3.953611255E-1,1.706982590E-2
2.927914562E1,4.322830439E-1,5.981284976E-1,3.325347602E-2
2.937925996E1,3.279421031E-1,6.218606830E-1,-1.657005586E-2
2.947937496E1,2.249056250E-1,5.593251586E-1,3.524283469E-1
2.957948996E1,6.351460516E-2,1.983977556E-1,2.953908741E-1
2.967960496E1,-1.318949647E-2,3.402574956E-1,-1.399942301E-2
2.977971996E1,-1.534713805E-1,6.612459198E-3,8.610632271E-2
2.987983496E1,-2.856245041E-1,5.354546010E-2,2.453944832E-1
2.997994996E1,-3.225710392E-1,-1.964307576E-1,-4.690312780E-3
3.008006496E1,1.512792110E-1,-8.250954151E-1,-5.023769736E-1
3.018017996E1,1.498858333E-1,-1.295432448E0,-3.805853426E-1
3.028029496E1,3.425049484E-1,-5.542910099E-1,-3.498825133E-1
3.038041071E1,3.697856963E-1,-2.364172786E-1,-1.096892431E-1
3.048052571E1,3.405006826E-1,-2.048338950E-2,5.834854022E-2
3.058064071E1,3.940807879E-1,1.782674044E-1,1.147223264E-1
3.068075571E1,5.341076851E-1,-1.009691834E0,-2.899162844E-2
3.078087071E1,2.695500553E-1,-2.860622704E-1,4.145538509E-1
3.088098571E1,8.589075804E-1,6.799214333E-2,1.535442948E0
3.098110071E1,1.417852998E0,3.391424716E-1,2.789272547E0
3.108121571E1,2.035222530E0,7.478030771E-2,4.049785614E0
3.118133071E1,2.060184956E0,-1.623313665E0,3.221038342E0
3.128144571E1,-1.110615969E0,2.857320011E-1,-1.384667635E0
3.138156183E1,-2.873793602E0,4.500493050E0,-5.979191303E0
3.148167683E1,-4.332101047E-1,1.495687962E-1,-2.727048159E0
3.158179183E1,7.789365053E-1,1.252294332E-1,3.640944481E0
3.168190683E1,1.529819608E0,-1.270155430E0,5.258589268E0
3.178202183E1,6.043456197E-1,-1.910526276E0,4.515267909E-1
3.188213683E1,-3.105227947E0,8.659542799E-1,-4.237228870E0
3.198225183E1,-4.553139210E-1,-7.543097138E-1,-2.397338152E0
3.208236683E1,1.151652575E0,9.897468686E-1,3.998965502E0
3.218248183E1,1.262433171E0,-1.318705320E0,5.559647560E0
3.228259683E1,3.829851449E-1,-2.187022686E0,7.057899833E-1
3.238271058E1,-2.576534986E0,8.426336646E-1,-3.638494253E0
3.248282558E1,-2.174165726E0,4.025074959E0,-6.259593487E0
3.258294058E1,9.180914164E-1,1.021095276E0,2.914740801E0
3.268305558E1,1.905826926E0,-2.310829639E0,4.327250481E0
3.278317058E1,-3.432175815E-1,-8.915444613E-1,2.755646035E-2
3.288328558E1,-1.825718641E0,-1.510927528E-1,-3.936100960E0
3.298340058E1,-4.979142547E-1,1.083431840E0,-2.062114954E0
3.308351558E1,8.934633136E-1,1.518078327E0,5.242220759E-1
3.318363058E1,8.926272392E-1,9.603686929E-1,1.337000877E-1
3.328374558E1,9.700045586E-1,7.910447121E-1,1.801158190E-1
3.338386046E1,1.389667392E0,1.104629517E0,7.920581847E-2
3.348397546E1,1.772317648E0,7.478591204E-1,-2.412065268E-1
3.358409046E1,1.561980963E0,9.020254612E-1,-7.529382706E-1
3.368420546E1,1.038678408E0,4.871510863E-1,-1.013545513E0
3.378432046E1,5.919262767E-1,-4.169531763E-1,-7.404367328E-1
3.388443546E1,1.845632643E-1,-1.168842316E0,-3.384081423E-1
3.398455046E1,1.503754616E0,-7.908919334E0,6.327756643E-1
3.408466546E1,6.774403453E-1,-1.915732771E-1,1.062409639E0
3.418478046E1,3.549665511E-1,3.136086762E-1,5.533381104E-1
3.428489546E1,1.855747253E-1,2.110715806E-1,2.073765993E-1
3.438501096E1,1.868105680E-1,2.419543453E-2,1.618496627E-1
3.448512696E1,1.918362267E-2,3.394615352E-1,1.549614072E-1
3.458524196E1,5.624910071E-2,3.758351505E-1,3.150512576E-1
3.468535696E1,-5.296420678E-2,4.685634673E-1,3.878932297E-1
3.478547196E1,-6.139297485E-1,3.461863279E0,1.409794111E-2
3.488558696E1,-1.577236354E-1,8.414780498E-1,-1.402427405E-1
