"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.556333334E-3,-1.008602600E0,-1.825603638E0,9.595645752E0
1.086803333E-1,-1.070723419E0,-2.113604736E0,9.475595398E0
2.088038750E-1,-7.569758606E-1,-2.411185913E0,9.604178009E0
3.089278750E-1,-5.396278381E-1,-2.431992645E0,9.685758362E0
4.090518750E-1,-5.950126648E-1,-2.031126251E0,9.570498047E0
5.091758750E-1,-8.994795227E-1,-1.916913757E0,9.566306763E0
6.092998750E-1,-9.419911194E-1,-2.066303101E0,9.541159058E0
7.094238750E-1,-9.208850098E-1,-1.604812775E0,8.224646759E0
8.095478750E-1,-2.963686981E0,-3.019969940E0,7.983947296E0
9.096718750E-1,-5.379363556E0,-3.603606262E0,6.920259247E0
1.009795875E0,-6.320456543E0,-4.644841003E0,5.003195801E0
1.109919875E0,-8.171207886E0,-6.155499573E0,3.230432281E0
1.210043583E0,-7.901768188E0,-6.605463867E0,2.137554932E0
1.310167583E0,-7.680977325E0,-6.566245422E0,1.987866211E0
1.410291583E0,-7.812104645E0,-6.211483154E0,1.601369934E0
1.510415583E0,-7.386689301E0,-6.666836243E0,1.529219971E0
1.610539583E0,-6.259084167E0,-7.449109497E0,1.400936737E0
1.710663583E0,-5.720653839E0,-8.429570618E0,1.494492188E0
1.810787583E0,-5.249134369E0,-8.483608246E0,1.556014252E0
1.910911583E0,-5.089266815E0,-8.465495911E0,1.771116943E0
2.011035583E0,-6.604565735E0,-7.580236816E0,1.187181244E0
2.111159583E0,-7.030130768E0,-7.007228394E0,1.389560394E0
2.211283708E0,-6.575376434E0,-7.035818939E0,1.493144989E0
2.311407708E0,-6.780000916E0,-4.930297394E0,8.348139954E-1
2.411531708E0,-5.669160919E0,-6.959926758E0,1.413809967E0
2.511655708E0,-4.699477386E0,-9.602830811E0,2.717299347E0
2.611779708E0,-4.737348633E0,-9.309889984E0,2.952460327E0
2.711903708E0,-5.421575775E0,-8.622968445E0,2.635868683E0
2.812027708E0,-7.048243103E0,-5.970484314E0,8.912466431E-1
2.912151708E0,-7.674391022E0,-5.428461456E0,2.170486450E-1
3.012275708E0,-6.462810516E0,-7.538922729E0,1.194815369E0
3.112399708E0,-3.640878754E0,-8.844058685E0,3.417094116E0
3.212524208E0,-4.579876099E0,-9.476792908E0,3.020419006E0
3.312648208E0,-6.063441010E0,-8.635991364E0,1.555864563E0
3.412772208E0,-7.036866760E0,-6.907685394E0,1.902393951E0
3.512896208E0,-7.815697174E0,-5.741460571E0,1.762884064E0
3.613020208E0,-7.453899536E0,-4.326902161E0,-9.352551270E-1
3.713144208E0,-7.383695526E0,-4.631967773E0,-2.209555206E0
3.813268208E0,-8.454718323E0,-6.065836029E0,-2.986589355E0
3.913392208E0,-6.878945160E0,-5.674549713E0,-2.195933533E0
4.013516208E0,-6.101461945E0,-5.696553955E0,-2.475402374E0
4.113640208E0,-7.099286957E0,-5.556894379E0,-4.303700409E0
4.213764125E0,-8.905580750E0,-5.857319641E0,-5.193749542E0
4.313888125E0,-6.738986206E0,-4.627327423E0,-4.389322357E0
4.414012125E0,-4.875810699E0,-4.567751312E0,-5.150639191E0
4.514136125E0,-8.271649017E0,-5.916446686E0,-6.772217102E0
4.614260125E0,-5.058430939E0,-3.859723663E0,-3.746109924E0
4.714384125E0,-7.702532501E0,-7.144343262E0,-6.208339691E0
4.814508125E0,-6.273903351E0,-4.110601959E0,-4.824018402E0
4.914632125E0,-6.235133972E0,-6.086193695E0,-4.630470886E0
5.014756125E0,-7.190148010E0,-7.503596191E0,-4.876858521E0
5.114880125E0,-9.030720520E0,-6.219416656E0,-5.075046387E0
5.215003833E0,-8.925639038E0,-4.963079224E0,-2.902763672E0
5.315128833E0,-8.842412109E0,-4.524341583E0,1.004111938E0
5.415252833E0,-5.838309174E0,-3.894301758E0,4.918921051E0
5.515376833E0,-4.758005676E0,-3.130589905E0,5.908213806E0
5.615500833E0,-2.267484741E0,-2.904709625E0,6.907386017E0
5.715624833E0,1.642983398E0,-6.875801697E0,9.613907776E0
5.815748833E0,-5.314997406E0,-8.015082550E0,5.677842865E0
5.915872833E0,-8.240364075E0,-5.789660339E0,8.634943542E0
6.015996833E0,3.034639435E0,-1.468146973E0,9.439969482E0
6.116120833E0,4.939727783E-1,-6.270610199E0,6.319558411E0
6.216245250E0,-4.838687897E0,-8.706794128E0,5.653742981E0
6.316369250E0,-7.180418243E0,-5.798791351E0,1.175939621E1
6.416493250E0,3.849245453E0,-1.511706390E0,9.858199768E0
6.516617250E0,-3.323089600E-1,-8.354426880E0,6.126759338E0
6.616741250E0,-4.235292664E0,-7.228917389E0,6.539451141E0
6.716865250E0,-6.649472351E0,-5.670508118E0,1.211909821E1
6.816989250E0,3.353027344E-2,-2.128423920E0,9.626331940E0
6.917113250E0,7.831713867E-1,-4.269571381E0,7.248825989E0
7.017237250E0,-2.713557129E0,-7.868537292E0,5.981710968E0
7.117361250E0,-6.331533508E0,-6.820566559E0,9.238638153E0
7.217485208E0,-3.781137085E-1,-5.270539856E-1,1.133502869E1
7.317609208E0,3.609593811E0,-3.544479218E0,7.754923553E0
7.417733208E0,-1.900747375E0,-8.798253937E0,5.063370667E0
7.517857208E0,-8.788823547E0,-6.809938660E0,1.003857468E1
7.617981208E0,-1.727707214E0,-8.205935669E-1,1.246443008E1
7.718106208E0,3.120860138E0,-3.168910217E0,7.745493164E0
7.818230208E0,-1.939516754E0,-6.441854095E0,5.109175415E0
7.918354208E0,-7.276817780E0,-6.674170990E0,8.257129211E0
8.018478208E0,-3.060535583E0,-1.018781433E0,1.305899368E1
8.118602208E0,5.834866333E-1,-1.659898224E0,8.835676117E0
8.218725833E0,2.971321106E-1,-4.274211731E0,4.967719574E0
